1,86.8
2,105.6
4,96.2
5,87.4
6,113.4
8,103.2
9,108.7
10,100.4
11,117
12,99.5
13,92.6
15,118.8
16,93.4
17,99.7
18,90.7
19,90.3
20,90.4
21,88.6
22,90.6
23,98
24,109.6
25,106.9
26,93.5
27,97.4
28,86.2
29,89.3
30,94.8
31,90.6
32,98
33,105
34,113.4
35,94.4
36,115.3
37,91.2
38,92.3
39,89.2
40,89.9
41,99.2
42,97.9
44,98.7
45,90.3
46,88.2
47,89.9
48,96.8
49,97
50,101.6
51,102.5
53,104.8
54,88.9
55,93.1
56,96.2
